val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.8176914778856527,0.8077663110022739,0.8828030256286301,0.6048346986874134,0.4241025,0.8288713910761155,0.7948875614898102,0.8784083845633139,0.5985335741193061,0.37317923
