val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.8359598853868195,0.8661242603550295,0.913970706668249,0.9163673702168278,0.93554646,0.8245487364620938,0.8668866886688669,0.9091275373024666,0.9082287674634519,0.96687114
