val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.81875,0.876317638791286,0.9044250702740688,0.4818532653154252,0.5836728,0.8613861386138614,0.8743868255080589,0.9272366269563186,0.423159381498865,0.5968508
