val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.8625,0.8186929023190442,0.8982475404075896,0.4367217108847915,0.55756515,0.8877887788778878,0.8468815697266994,0.9232705067984023,0.36182700176495874,0.68813735
