val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.8051575931232091,0.8232248520710059,0.8829999279428968,0.8963139882176767,0.6368659,0.8007220216606499,0.8236156949028236,0.8831984341635126,0.8941501044041527,0.6158064
