val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.8155339805825242,0.8280566730802869,0.8904999359392746,0.5914218303522483,0.6527405,0.8503937007874016,0.8059557273366128,0.8884298402878839,0.5969444388139007,0.57875985
