val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.75625,0.7895291637385805,0.8385211700632467,0.2946585780642631,0.6286112,0.8085808580858086,0.7265241765942537,0.8282313515163711,0.22975975791180359,0.5358128
