val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.4906876790830946,0.5628698224852071,0.5216242836676218,0.5390337137017518,0.905697,0.5148014440433213,0.5353868720205354,0.526972619042891,0.5460691438096374,0.9054788
