val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.825,0.8359100491918482,0.8897729269149683,0.4436187043340437,0.5471258,0.8712871287128713,0.815697266993693,0.9018839865766535,0.3690189048453818,0.5291141
