val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.88125,0.8211524947294448,0.9077433239634574,0.4835166929933072,0.4840157,0.8910891089108911,0.8314646110721794,0.9258628385613614,0.44415117831676637,0.55258226
