val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.8640776699029126,0.8439741122966591,0.9183619172478832,0.6478497678296521,0.41707096,0.8724409448818897,0.8447821503865074,0.9200189795319859,0.6595859673274914,0.39488015
