val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.8392664509169363,0.8047927234563582,0.8870892447985804,0.606904451181988,0.43945688,0.857742782152231,0.7828531271960647,0.8832866684004625,0.6012327632475667,0.37972796
