val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.8375,0.8496134926212228,0.9196273278285314,0.4794147936594762,0.45852667,0.8679867986798679,0.8808689558514365,0.929543041900546,0.42447737264327884,0.61694324
