val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.8481375358166189,0.8136094674556213,0.8980998647869654,0.9033087280509424,0.2707694,0.8140794223826715,0.8342500916758343,0.8929438732080188,0.8976629629653148,0.7858166
