val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.828080229226361,0.783284023668639,0.8837819594445668,0.8973700978443355,0.45638195,0.779783393501805,0.830949761642831,0.8764611539372951,0.8876682737426826,0.6405017
