val_sensitivity,val_specificity,val_auc,val_auprc,val_threshold,test_sensitivity,test_specificity,test_auc,test_auprc,test_threshold
0.8586839266450917,0.7789050201154452,0.8787604070375092,0.4914726956160439,0.47671697,0.8335958005249344,0.7925158116654955,0.8801907590521671,0.5152963662885496,0.496
